Unnamed: 0,Product_Name,Category_Path,Brand_Name,Raw_Description,Price_String
689,workstation laptop pro 16,Audio > Headphones,   BuildPC   ,Affordable office laptop with long battery efficiency.,"$1,536.79"
690,Slim Ultrabook 14-inch,Accessories > Keyboards,Acoustics,,PRICE: $1122.20
691,   4K Ultra HD Monitor 27-inch   ,,,High performance workstation laptop built for video editing.,-749.49
692,4K Ultra HD Monitor 27-inch,Accessories > Mouse,,Smart watch with heart rate monitor and GPS tracking.,"$1,887.29"
693,workstation laptop pro 16,Wearables > Smartwatches,   SoundX   ,Professional studio monitor wired headphones for audio mixing.,Free
694,mechanical rgb keyboard,Electronics > Laptops,,Compact wireless earbuds with deep bass. <br>Waterproof!,-667.68
695,Mechanical RGB Keyboard,Audio > Headphones,   SoundX   ,Mechanical keyboard with tactile RGB switches.,₹117001.54
696,WORKSTATION LAPTOP PRO 16,Audio > Headphones,Apple,Ergonomic wireless optical mouse with quiet clicks.,₹125306.29
697,portable external ssd 1tb,Electronics > Desktops,Acoustics,<p>High performance <b>lightweight</b> laptop for productivity.</p>,-1997.47
698,STUDIO MONITOR HEADPHONES,Accessories > Adapters & Hubs,BuildPC,Affordable office laptop with long battery efficiency.,PRICE: $361.60
699,Bluetooth Party Speaker,Audio > Wireless > Earbuds,,<p>High performance <b>lightweight</b> laptop for productivity.</p>,PRICE: $1793.61
700,SLIM ULTRABOOK 14-INCH,Electronics > Desktops,   SoundX   ,Powerful gaming desktop PC with liquid cooling.,Free
701,slim ultrabook 14-inch,Tech > Audio > Speakers,Zenith,Ultra thin lightweight laptop for everyday office work.,-43.49
702,   Mechanical RGB Keyboard   ,Tech > Audio > Speakers,LogiTech,Ultra thin lightweight laptop for everyday office work.,$1863.52
703,PROBOOK ULTRA LAPTOP 15-INCH,,Zenith,Affordable office laptop with long battery efficiency.,
704,UNKNOWN PRODUCT,Wearables > Smartwatches,,Mechanical keyboard with tactile RGB switches.,PRICE: $330.92
705,STUDIO MONITOR HEADPHONES,Audio > Wireless > Earbuds,SoundX,Professional studio monitor wired headphones for audio mixing.,1971.27 USD
706,portable external ssd 1tb,Accessories > Keyboards,TechCorp,Mechanical keyboard with tactile RGB switches.,PRICE: $1071.22
707,probook ultra laptop 15-inch,Tech > Audio > Speakers,   techcorp   ,Compact wireless earbuds with deep bass. <br>Waterproof!,$260.48
708,PORTABLE EXTERNAL SSD 1TB,Accessories > Mouse,TechCorp,Compact wireless earbuds with deep bass. <br>Waterproof!,
709,BUDGET OFFICE LAPTOP 15,Electronics > Laptops,BuildPC,Professional studio monitor wired headphones for audio mixing.,
710,UNKNOWN PRODUCT,Audio > Headphones,Clicky,,₹82742.31
711,   Studio Monitor Headphones   ,Tech > Audio > Speakers,LogiTech,Powerful gaming desktop PC with liquid cooling.,846.35 USD
712,gaming desktop rtx 4070,Electronics > Desktops,SoundX,<p>High performance <b>lightweight</b> laptop for productivity.</p>,PRICE: $328.15
713,USB-C MULTIPORT HUB,Electronics > Laptops,techcorp,Ergonomic wireless optical mouse with quiet clicks.,₹62396.53
714,Gaming Desktop RTX 4070,Tech > Audio > Speakers,techcorp,Smart watch with heart rate monitor and GPS tracking.,1693
715,OVER-EAR NOISE CANCELING HEADPHONES,ELECTRONICS > LAPTOPS,   SoundX   ,High performance workstation laptop built for video editing.,₹117907.73
716,ergonomic wireless mouse,,   SoundX   ,Premium wireless over-ear headphones with active noise cancellation.,
717,bluetooth party speaker,Audio > Wireless > Earbuds,Acoustics,,PRICE: $176.87
718,Slim Ultrabook 14-inch,Electronics > Computers > Laptops,BuildPC,Compact wireless earbuds with deep bass. <br>Waterproof!,PRICE: $292.45
719,4k ultra hd monitor 27-inch,Accessories > Mouse,   BuildPC   ,Compact wireless earbuds with deep bass. <br>Waterproof!,263
720,Air Lite Wireless Earbuds,,SoundX,Professional studio monitor wired headphones for audio mixing.,Free
721,BLUETOOTH PARTY SPEAKER,Accessories > Mouse,,Powerful gaming desktop PC with liquid cooling.,Free
722,   Bluetooth Party Speaker   ,Audio > Wireless > Earbuds,Zenith,Smart watch with heart rate monitor and GPS tracking.,
723,mechanical rgb keyboard,Accessories > Mouse,,Compact wireless earbuds with deep bass. <br>Waterproof!,-1562.30
724,WORKSTATION LAPTOP PRO 16,,,Compact wireless earbuds with deep bass. <br>Waterproof!,PRICE: $1945.22
725,USB-C Multiport Hub,Electronics > Desktops,   Acoustics   ,High performance workstation laptop built for video editing.,$1620.75
726,Mechanical RGB Keyboard,Wearables > Smartwatches,SoundX,High performance workstation laptop built for video editing.,PRICE: $572.43
727,budget office laptop 15,ELECTRONICS > LAPTOPS,BuildPC,Smart watch with heart rate monitor and GPS tracking.,-1363.40
728,workstation laptop pro 16,Accessories > Keyboards,SoundX,High performance workstation laptop built for video editing.,$231.04
729,ergonomic wireless mouse,Tech > Audio > Speakers,Zenith,Premium wireless over-ear headphones with active noise cancellation.,493.34 USD
730,studio monitor headphones,ELECTRONICS > LAPTOPS,SoundX,Ergonomic wireless optical mouse with quiet clicks.,
731,Gaming Desktop RTX 4070,Accessories > Keyboards,,Compact wireless earbuds with deep bass. <br>Waterproof!,₹80712.19
732,over-ear noise canceling headphones,Audio > Headphones,SoundX,Premium wireless over-ear headphones with active noise cancellation.,1314
733,probook ultra laptop 15-inch,Audio > Wireless > Earbuds,Apple,,$920.58
734,4k ultra hd monitor 27-inch,Tech > Audio > Speakers,SoundX,Professional studio monitor wired headphones for audio mixing.,$1843.43
735,   Slim Ultrabook 14-inch   ,Audio > Headphones,Zenith,Mechanical keyboard with tactile RGB switches.,916
736,ProBook Ultra Laptop 15-inch,Electronics > Computers > Laptops,,Professional studio monitor wired headphones for audio mixing.,1104.10 USD
737,Bluetooth Party Speaker,Accessories > Adapters & Hubs,,Ergonomic wireless optical mouse with quiet clicks.,-1330.64
738,4K Ultra HD Monitor 27-inch,Audio > Wireless > Earbuds,Apple,Smart watch with heart rate monitor and GPS tracking.,499.55 USD
739,4K Ultra HD Monitor 27-inch,Accessories > Mouse,   Acoustics   ,Affordable office laptop with long battery efficiency.,-134.32
740,UNKNOWN PRODUCT,ELECTRONICS > LAPTOPS,Zenith,Powerful gaming desktop PC with liquid cooling.,$1118.01
741,usb-c multiport hub,Electronics > Desktops,LogiTech,Affordable office laptop with long battery efficiency.,₹36611.43
742,SMARTWATCH SERIES X,Audio > Wireless > Earbuds,Apple,High performance workstation laptop built for video editing.,₹67274.81
743,Portable External SSD 1TB,Audio > Headphones,   SoundX   ,<p>High performance <b>lightweight</b> laptop for productivity.</p>,"$1,001.94"
744,   Workstation Laptop Pro 16   ,Electronics > Computers > Laptops,BuildPC,Ultra thin lightweight laptop for everyday office work.,Free
745,MECHANICAL RGB KEYBOARD,Electronics > Desktops,BuildPC,Professional studio monitor wired headphones for audio mixing.,$1585.95
746,Smartwatch Series X,ELECTRONICS > LAPTOPS,BuildPC,Mechanical keyboard with tactile RGB switches.,1486
747,WORKSTATION LAPTOP PRO 16,Wearables > Smartwatches,TechCorp,Ergonomic wireless optical mouse with quiet clicks.,$133.84
748,   Mechanical RGB Keyboard   ,,LogiTech,Mechanical keyboard with tactile RGB switches.,$715.18
749,PROBOOK ULTRA LAPTOP 15-INCH,Wearables > Smartwatches,   LogiTech   ,Powerful gaming desktop PC with liquid cooling.,$1205.55
750,   Gaming Desktop RTX 4070   ,Accessories > Adapters & Hubs,LogiTech,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $1349.94
751,Mechanical RGB Keyboard,Audio > Headphones,,Professional studio monitor wired headphones for audio mixing.,-371.72
752,Workstation Laptop Pro 16,Accessories > Mouse,Zenith,Mechanical keyboard with tactile RGB switches.,"$1,308.82"
753,GAMING DESKTOP RTX 4070,Audio > Wireless > Earbuds,Zenith,Smart watch with heart rate monitor and GPS tracking.,$318.89
754,UNKNOWN PRODUCT,Wearables > Smartwatches,Clicky,Compact wireless earbuds with deep bass. <br>Waterproof!,$526.85
755,   4K Ultra HD Monitor 27-inch   ,,Apple,Compact wireless earbuds with deep bass. <br>Waterproof!,408
756,   Gaming Desktop RTX 4070   ,Accessories > Mouse,   Clicky   ,Affordable office laptop with long battery efficiency.,₹84462.38
757,WORKSTATION LAPTOP PRO 16,Accessories > Adapters & Hubs,   Zenith   ,Ultra thin lightweight laptop for everyday office work.,-749.91
758,4k ultra hd monitor 27-inch,Accessories > Keyboards,LogiTech,,$908.33
759,UNKNOWN PRODUCT,Audio > Wireless > Earbuds,,Ergonomic wireless optical mouse with quiet clicks.,"$1,180.99"
760,USB-C Multiport Hub,Accessories > Keyboards,BuildPC,Affordable office laptop with long battery efficiency.,$1786.93
761,ERGONOMIC WIRELESS MOUSE,Tech > Audio > Speakers,Clicky,Premium wireless over-ear headphones with active noise cancellation.,$1939.82
762,   USB-C Multiport Hub   ,Electronics > Laptops,   Apple   ,Powerful gaming desktop PC with liquid cooling.,Free
763,   Smartwatch Series X   ,Audio > Headphones,SoundX,High performance workstation laptop built for video editing.,1979
764,   Portable External SSD 1TB   ,Wearables > Smartwatches,Apple,High performance workstation laptop built for video editing.,$602.47
765,probook ultra laptop 15-inch,,   SoundX   ,Powerful gaming desktop PC with liquid cooling.,"$1,152.15"
766,ERGONOMIC WIRELESS MOUSE,ELECTRONICS > LAPTOPS,,Affordable office laptop with long battery efficiency.,1241
767,UNKNOWN PRODUCT,Accessories > Keyboards,   TechCorp   ,Ergonomic wireless optical mouse with quiet clicks.,$52.24
768,UNKNOWN PRODUCT,Wearables > Smartwatches,BuildPC,Premium wireless over-ear headphones with active noise cancellation.,1103.33 USD
769,USB-C Multiport Hub,Accessories > Keyboards,Acoustics,Affordable office laptop with long battery efficiency.,-1740.16
770,MECHANICAL RGB KEYBOARD,Electronics > Computers > Laptops,SoundX,Ergonomic wireless optical mouse with quiet clicks.,-1253.90
771,Smartwatch Series X,,Zenith,Ergonomic wireless optical mouse with quiet clicks.,165.51 USD
772,   Budget Office Laptop 15   ,Audio > Headphones,techcorp,Compact wireless earbuds with deep bass. <br>Waterproof!,PRICE: $76.97
773,USB-C MULTIPORT HUB,,Acoustics,Ultra thin lightweight laptop for everyday office work.,Free
774,air lite wireless earbuds,Wearables > Smartwatches,,Professional studio monitor wired headphones for audio mixing.,PRICE: $1811.15
775,probook ultra laptop 15-inch,Tech > Audio > Speakers,,Ergonomic wireless optical mouse with quiet clicks.,1623.24 USD
776,portable external ssd 1tb,Electronics > Desktops,Zenith,Compact wireless earbuds with deep bass. <br>Waterproof!,527
777,Mechanical RGB Keyboard,Wearables > Smartwatches,   Acoustics   ,High performance workstation laptop built for video editing.,₹1948.00
778,4k ultra hd monitor 27-inch,Electronics > Laptops,   SoundX   ,Premium wireless over-ear headphones with active noise cancellation.,1924.51 USD
779,mechanical rgb keyboard,Electronics > Computers > Laptops,Clicky,,Free
780,UNKNOWN PRODUCT,Electronics > Desktops,,Smart watch with heart rate monitor and GPS tracking.,Free
781,studio monitor headphones,Wearables > Smartwatches,Clicky,Mechanical keyboard with tactile RGB switches.,
782,Bluetooth Party Speaker,Accessories > Adapters & Hubs,LogiTech,High performance workstation laptop built for video editing.,₹96611.70
783,Studio Monitor Headphones,Accessories > Adapters & Hubs,TechCorp,Affordable office laptop with long battery efficiency.,$1781.71
784,UNKNOWN PRODUCT,Electronics > Desktops,Clicky,Professional studio monitor wired headphones for audio mixing.,470.56 USD
785,air lite wireless earbuds,Accessories > Adapters & Hubs,SoundX,Mechanical keyboard with tactile RGB switches.,-100.03
786,Workstation Laptop Pro 16,Electronics > Computers > Laptops,techcorp,Affordable office laptop with long battery efficiency.,$415.29
787,Gaming Desktop RTX 4070,Accessories > Mouse,SoundX,Smart watch with heart rate monitor and GPS tracking.,PRICE: $1058.86
788,Over-Ear Noise Canceling Headphones,Accessories > Mouse,techcorp,High performance workstation laptop built for video editing.,Free
789,Budget Office Laptop 15,ELECTRONICS > LAPTOPS,SoundX,Ergonomic wireless optical mouse with quiet clicks.,-1139.99
790,Ergonomic Wireless Mouse,Electronics > Laptops,   BuildPC   ,Compact wireless earbuds with deep bass. <br>Waterproof!,-962.98
791,Workstation Laptop Pro 16,Accessories > Mouse,BuildPC,Ergonomic wireless optical mouse with quiet clicks.,
792,Over-Ear Noise Canceling Headphones,Audio > Headphones,SoundX,High performance workstation laptop built for video editing.,$73.14
793,4K Ultra HD Monitor 27-inch,Accessories > Keyboards,   SoundX   ,Premium wireless over-ear headphones with active noise cancellation.,1471.21 USD
794,usb-c multiport hub,Accessories > Adapters & Hubs,SoundX,,
795,Gaming Desktop RTX 4070,ELECTRONICS > LAPTOPS,LogiTech,Premium wireless over-ear headphones with active noise cancellation.,"$1,392.01"
796,Slim Ultrabook 14-inch,,LogiTech,,Free
797,GAMING DESKTOP RTX 4070,Tech > Audio > Speakers,   Acoustics   ,Affordable office laptop with long battery efficiency.,Free
798,Bluetooth Party Speaker,ELECTRONICS > LAPTOPS,Clicky,,"$1,314.91"
799,USB-C MULTIPORT HUB,Accessories > Mouse,TechCorp,Compact wireless earbuds with deep bass. <br>Waterproof!,$516.38
800,   Ergonomic Wireless Mouse   ,Wearables > Smartwatches,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,291
801,   Workstation Laptop Pro 16   ,Electronics > Laptops,BuildPC,Smart watch with heart rate monitor and GPS tracking.,1232
802,   Portable External SSD 1TB   ,,Clicky,Compact wireless earbuds with deep bass. <br>Waterproof!,$222.79
803,BUDGET OFFICE LAPTOP 15,Audio > Headphones,   LogiTech   ,Mechanical keyboard with tactile RGB switches.,
804,4k ultra hd monitor 27-inch,Accessories > Mouse,Apple,Affordable office laptop with long battery efficiency.,1306
805,MECHANICAL RGB KEYBOARD,Accessories > Mouse,Zenith,Compact wireless earbuds with deep bass. <br>Waterproof!,1608
806,4k ultra hd monitor 27-inch,ELECTRONICS > LAPTOPS,   SoundX   ,Professional studio monitor wired headphones for audio mixing.,
807,Portable External SSD 1TB,Accessories > Keyboards,Clicky,Professional studio monitor wired headphones for audio mixing.,-1686.98
808,BUDGET OFFICE LAPTOP 15,Electronics > Desktops,Apple,Ergonomic wireless optical mouse with quiet clicks.,Free
809,Over-Ear Noise Canceling Headphones,Audio > Headphones,Zenith,Compact wireless earbuds with deep bass. <br>Waterproof!,$100.96
810,UNKNOWN PRODUCT,Audio > Wireless > Earbuds,   TechCorp   ,Premium wireless over-ear headphones with active noise cancellation.,₹151888.59
811,4k ultra hd monitor 27-inch,ELECTRONICS > LAPTOPS,LogiTech,Professional studio monitor wired headphones for audio mixing.,-82.86
812,   Portable External SSD 1TB   ,Electronics > Computers > Laptops,LogiTech,,₹90308.79
813,   4K Ultra HD Monitor 27-inch   ,Electronics > Laptops,Apple,,1570
814,Bluetooth Party Speaker,Audio > Headphones,BuildPC,Premium wireless over-ear headphones with active noise cancellation.,₹123466.49
815,   Portable External SSD 1TB   ,Accessories > Adapters & Hubs,techcorp,Smart watch with heart rate monitor and GPS tracking.,$1237.48
816,MECHANICAL RGB KEYBOARD,Tech > Audio > Speakers,Clicky,High performance workstation laptop built for video editing.,1152
817,UNKNOWN PRODUCT,ELECTRONICS > LAPTOPS,SoundX,Ultra thin lightweight laptop for everyday office work.,$1352.50
818,   Bluetooth Party Speaker   ,Accessories > Mouse,SoundX,Smart watch with heart rate monitor and GPS tracking.,"$1,600.48"
819,gaming desktop rtx 4070,Wearables > Smartwatches,   TechCorp   ,Ergonomic wireless optical mouse with quiet clicks.,88.90 USD
820,Portable External SSD 1TB,Accessories > Adapters & Hubs,   BuildPC   ,Compact wireless earbuds with deep bass. <br>Waterproof!,PRICE: $339.44
821,Workstation Laptop Pro 16,Electronics > Laptops,BuildPC,Smart watch with heart rate monitor and GPS tracking.,
822,Gaming Desktop RTX 4070,Electronics > Computers > Laptops,Apple,<p>High performance <b>lightweight</b> laptop for productivity.</p>,PRICE: $224.14
823,Air Lite Wireless Earbuds,Accessories > Adapters & Hubs,,Powerful gaming desktop PC with liquid cooling.,PRICE: $110.01
824,usb-c multiport hub,Wearables > Smartwatches,Zenith,Compact wireless earbuds with deep bass. <br>Waterproof!,1540.64 USD
825,workstation laptop pro 16,Audio > Headphones,SoundX,Ergonomic wireless optical mouse with quiet clicks.,-1319.43
826,   Over-Ear Noise Canceling Headphones   ,Tech > Audio > Speakers,Zenith,Ultra thin lightweight laptop for everyday office work.,
827,USB-C Multiport Hub,Wearables > Smartwatches,   Acoustics   ,Powerful gaming desktop PC with liquid cooling.,
828,   ProBook Ultra Laptop 15-inch   ,Audio > Headphones,Apple,Ultra thin lightweight laptop for everyday office work.,1750.83 USD
829,   Mechanical RGB Keyboard   ,Tech > Audio > Speakers,   techcorp   ,Ultra thin lightweight laptop for everyday office work.,
830,portable external ssd 1tb,Electronics > Laptops,Apple,<p>High performance <b>lightweight</b> laptop for productivity.</p>,Free
831,4K Ultra HD Monitor 27-inch,Tech > Audio > Speakers,SoundX,Affordable office laptop with long battery efficiency.,-195.12
832,OVER-EAR NOISE CANCELING HEADPHONES,ELECTRONICS > LAPTOPS,SoundX,Premium wireless over-ear headphones with active noise cancellation.,-1475.05
833,USB-C Multiport Hub,Wearables > Smartwatches,Apple,Smart watch with heart rate monitor and GPS tracking.,$1573.88
834,STUDIO MONITOR HEADPHONES,Audio > Wireless > Earbuds,TechCorp,<p>High performance <b>lightweight</b> laptop for productivity.</p>,
835,   Gaming Desktop RTX 4070   ,ELECTRONICS > LAPTOPS,SoundX,Compact wireless earbuds with deep bass. <br>Waterproof!,873
836,   Budget Office Laptop 15   ,Tech > Audio > Speakers,Zenith,High performance workstation laptop built for video editing.,Free
837,mechanical rgb keyboard,Electronics > Computers > Laptops,,Affordable office laptop with long battery efficiency.,"$1,808.45"
838,AIR LITE WIRELESS EARBUDS,Wearables > Smartwatches,LogiTech,Ultra thin lightweight laptop for everyday office work.,$964.19
839,UNKNOWN PRODUCT,Electronics > Computers > Laptops,SoundX,Ultra thin lightweight laptop for everyday office work.,1073
840,Slim Ultrabook 14-inch,Tech > Audio > Speakers,TechCorp,Mechanical keyboard with tactile RGB switches.,
841,Bluetooth Party Speaker,Accessories > Adapters & Hubs,LogiTech,High performance workstation laptop built for video editing.,PRICE: $125.45
842,Slim Ultrabook 14-inch,Wearables > Smartwatches,BuildPC,Powerful gaming desktop PC with liquid cooling.,
843,BLUETOOTH PARTY SPEAKER,Accessories > Mouse,Clicky,Affordable office laptop with long battery efficiency.,$670.35
844,Budget Office Laptop 15,Accessories > Mouse,SoundX,Mechanical keyboard with tactile RGB switches.,₹68051.02
845,   Slim Ultrabook 14-inch   ,Audio > Headphones,LogiTech,Mechanical keyboard with tactile RGB switches.,-1035.38
846,bluetooth party speaker,,Apple,High performance workstation laptop built for video editing.,"$1,415.05"
847,Gaming Desktop RTX 4070,Wearables > Smartwatches,BuildPC,Affordable office laptop with long battery efficiency.,$728.77
848,AIR LITE WIRELESS EARBUDS,,   techcorp   ,High performance workstation laptop built for video editing.,628
849,workstation laptop pro 16,Electronics > Desktops,LogiTech,Affordable office laptop with long battery efficiency.,$1265.24
850,STUDIO MONITOR HEADPHONES,Electronics > Desktops,Acoustics,Compact wireless earbuds with deep bass. <br>Waterproof!,1303.38 USD
851,bluetooth party speaker,Audio > Headphones,,Ultra thin lightweight laptop for everyday office work.,$1455.70
852,bluetooth party speaker,Electronics > Desktops,   Acoustics   ,Smart watch with heart rate monitor and GPS tracking.,-1426.23
853,usb-c multiport hub,Audio > Wireless > Earbuds,SoundX,Ergonomic wireless optical mouse with quiet clicks.,275
854,BLUETOOTH PARTY SPEAKER,Electronics > Desktops,SoundX,Affordable office laptop with long battery efficiency.,
855,ProBook Ultra Laptop 15-inch,Audio > Headphones,   Zenith   ,Professional studio monitor wired headphones for audio mixing.,₹140431.36
856,Slim Ultrabook 14-inch,,SoundX,High performance workstation laptop built for video editing.,
857,   Smartwatch Series X   ,Tech > Audio > Speakers,,Ultra thin lightweight laptop for everyday office work.,245
858,MECHANICAL RGB KEYBOARD,Electronics > Desktops,Apple,High performance workstation laptop built for video editing.,1473
859,SMARTWATCH SERIES X,Accessories > Mouse,SoundX,Smart watch with heart rate monitor and GPS tracking.,PRICE: $1221.12
860,Portable External SSD 1TB,Tech > Audio > Speakers,LogiTech,,
861,WORKSTATION LAPTOP PRO 16,Tech > Audio > Speakers,,Ultra thin lightweight laptop for everyday office work.,1394
862,   Smartwatch Series X   ,Accessories > Keyboards,Zenith,High performance workstation laptop built for video editing.,$1731.92
863,SLIM ULTRABOOK 14-INCH,Electronics > Desktops,TechCorp,Premium wireless over-ear headphones with active noise cancellation.,Free
864,UNKNOWN PRODUCT,Audio > Headphones,SoundX,Affordable office laptop with long battery efficiency.,₹77765.74
865,   USB-C Multiport Hub   ,Accessories > Adapters & Hubs,BuildPC,Mechanical keyboard with tactile RGB switches.,174.64 USD
866,Ergonomic Wireless Mouse,Accessories > Mouse,TechCorp,Mechanical keyboard with tactile RGB switches.,1965.12 USD
867,UNKNOWN PRODUCT,Accessories > Keyboards,techcorp,Professional studio monitor wired headphones for audio mixing.,
868,   4K Ultra HD Monitor 27-inch   ,Electronics > Laptops,SoundX,Ergonomic wireless optical mouse with quiet clicks.,PRICE: $1014.41
869,Bluetooth Party Speaker,Accessories > Adapters & Hubs,Zenith,Ultra thin lightweight laptop for everyday office work.,$1516.11
870,usb-c multiport hub,Accessories > Adapters & Hubs,BuildPC,Affordable office laptop with long battery efficiency.,$775.46
871,UNKNOWN PRODUCT,,Apple,Premium wireless over-ear headphones with active noise cancellation.,$399.87
872,studio monitor headphones,Accessories > Adapters & Hubs,techcorp,Premium wireless over-ear headphones with active noise cancellation.,$916.63
873,Ergonomic Wireless Mouse,Audio > Headphones,SoundX,Mechanical keyboard with tactile RGB switches.,-1191.55
874,Budget Office Laptop 15,Wearables > Smartwatches,BuildPC,Ergonomic wireless optical mouse with quiet clicks.,$1737.26
875,Smartwatch Series X,Accessories > Mouse,TechCorp,Affordable office laptop with long battery efficiency.,610.00 USD
876,Portable External SSD 1TB,Accessories > Keyboards,Apple,<p>High performance <b>lightweight</b> laptop for productivity.</p>,₹109716.14
877,Mechanical RGB Keyboard,Accessories > Adapters & Hubs,Clicky,<p>High performance <b>lightweight</b> laptop for productivity.</p>,₹95544.70
878,PROBOOK ULTRA LAPTOP 15-INCH,Electronics > Desktops,   Acoustics   ,Professional studio monitor wired headphones for audio mixing.,
879,Over-Ear Noise Canceling Headphones,Audio > Wireless > Earbuds,   LogiTech   ,Professional studio monitor wired headphones for audio mixing.,₹58913.57
880,   Gaming Desktop RTX 4070   ,Accessories > Mouse,techcorp,Ergonomic wireless optical mouse with quiet clicks.,$907.39
881,Bluetooth Party Speaker,,LogiTech,High performance workstation laptop built for video editing.,
882,   Over-Ear Noise Canceling Headphones   ,Tech > Audio > Speakers,,High performance workstation laptop built for video editing.,-1842.54
883,gaming desktop rtx 4070,ELECTRONICS > LAPTOPS,Zenith,Premium wireless over-ear headphones with active noise cancellation.,1496
884,PORTABLE EXTERNAL SSD 1TB,ELECTRONICS > LAPTOPS,Acoustics,Ergonomic wireless optical mouse with quiet clicks.,1919.25 USD
885,   Air Lite Wireless Earbuds   ,Electronics > Computers > Laptops,SoundX,Premium wireless over-ear headphones with active noise cancellation.,1260.38 USD
886,ergonomic wireless mouse,Electronics > Laptops,   Acoustics   ,Powerful gaming desktop PC with liquid cooling.,PRICE: $1522.54
887,slim ultrabook 14-inch,Tech > Audio > Speakers,   Clicky   ,Ultra thin lightweight laptop for everyday office work.,
888,MECHANICAL RGB KEYBOARD,Audio > Headphones,   techcorp   ,Powerful gaming desktop PC with liquid cooling.,$1490.90
889,   Air Lite Wireless Earbuds   ,Wearables > Smartwatches,Apple,High performance workstation laptop built for video editing.,-1014.90
890,Bluetooth Party Speaker,Accessories > Mouse,LogiTech,Ergonomic wireless optical mouse with quiet clicks.,$1894.76
891,bluetooth party speaker,Audio > Wireless > Earbuds,Acoustics,Premium wireless over-ear headphones with active noise cancellation.,Free
892,Budget Office Laptop 15,Electronics > Computers > Laptops,techcorp,Smart watch with heart rate monitor and GPS tracking.,-658.05
893,probook ultra laptop 15-inch,Accessories > Adapters & Hubs,BuildPC,Ultra thin lightweight laptop for everyday office work.,₹25045.16
894,air lite wireless earbuds,Tech > Audio > Speakers,LogiTech,Professional studio monitor wired headphones for audio mixing.,1272
895,WORKSTATION LAPTOP PRO 16,ELECTRONICS > LAPTOPS,Acoustics,Premium wireless over-ear headphones with active noise cancellation.,
896,portable external ssd 1tb,Accessories > Adapters & Hubs,   SoundX   ,Ergonomic wireless optical mouse with quiet clicks.,PRICE: $561.14
897,Over-Ear Noise Canceling Headphones,ELECTRONICS > LAPTOPS,BuildPC,High performance workstation laptop built for video editing.,1397
898,   Workstation Laptop Pro 16   ,Audio > Wireless > Earbuds,   BuildPC   ,Ultra thin lightweight laptop for everyday office work.,1316.64 USD
899,smartwatch series x,Accessories > Mouse,SoundX,Mechanical keyboard with tactile RGB switches.,Free
900,Portable External SSD 1TB,Wearables > Smartwatches,,Smart watch with heart rate monitor and GPS tracking.,$1797.25
901,Budget Office Laptop 15,Audio > Headphones,BuildPC,Compact wireless earbuds with deep bass. <br>Waterproof!,1710
902,budget office laptop 15,Accessories > Keyboards,TechCorp,Premium wireless over-ear headphones with active noise cancellation.,PRICE: $1982.22
903,4k ultra hd monitor 27-inch,Accessories > Mouse,,High performance workstation laptop built for video editing.,Free
904,Bluetooth Party Speaker,Accessories > Mouse,,Ultra thin lightweight laptop for everyday office work.,₹153632.85
905,Gaming Desktop RTX 4070,Accessories > Mouse,SoundX,Smart watch with heart rate monitor and GPS tracking.,$622.35
906,WORKSTATION LAPTOP PRO 16,Audio > Wireless > Earbuds,SoundX,High performance workstation laptop built for video editing.,"$1,175.42"
907,   Smartwatch Series X   ,Wearables > Smartwatches,TechCorp,Ergonomic wireless optical mouse with quiet clicks.,Free
908,Air Lite Wireless Earbuds,Accessories > Mouse,techcorp,Mechanical keyboard with tactile RGB switches.,₹141135.53
909,portable external ssd 1tb,Electronics > Desktops,techcorp,Affordable office laptop with long battery efficiency.,PRICE: $1619.00
910,Studio Monitor Headphones,Accessories > Adapters & Hubs,Zenith,Premium wireless over-ear headphones with active noise cancellation.,$897.46
911,   Gaming Desktop RTX 4070   ,Accessories > Adapters & Hubs,TechCorp,Premium wireless over-ear headphones with active noise cancellation.,$1160.97
912,MECHANICAL RGB KEYBOARD,Audio > Wireless > Earbuds,SoundX,Ergonomic wireless optical mouse with quiet clicks.,$781.64
913,smartwatch series x,Accessories > Keyboards,Apple,Smart watch with heart rate monitor and GPS tracking.,Free
914,GAMING DESKTOP RTX 4070,Accessories > Keyboards,   SoundX   ,High performance workstation laptop built for video editing.,869.88 USD
915,ProBook Ultra Laptop 15-inch,Tech > Audio > Speakers,,Professional studio monitor wired headphones for audio mixing.,894
916,Ergonomic Wireless Mouse,Tech > Audio > Speakers,Clicky,Powerful gaming desktop PC with liquid cooling.,$71.31
917,Over-Ear Noise Canceling Headphones,Electronics > Laptops,Clicky,Affordable office laptop with long battery efficiency.,Free
918,Budget Office Laptop 15,Accessories > Mouse,BuildPC,Affordable office laptop with long battery efficiency.,1568.67 USD
919,   Over-Ear Noise Canceling Headphones   ,Accessories > Keyboards,   LogiTech   ,Affordable office laptop with long battery efficiency.,1672
920,UNKNOWN PRODUCT,ELECTRONICS > LAPTOPS,BuildPC,,1369.00 USD
921,Workstation Laptop Pro 16,Audio > Wireless > Earbuds,Clicky,Powerful gaming desktop PC with liquid cooling.,1055.94 USD
922,Air Lite Wireless Earbuds,Audio > Wireless > Earbuds,LogiTech,Smart watch with heart rate monitor and GPS tracking.,PRICE: $1531.91
